emp_id,emp_name,no_of_projects,manager_rating,promotion
E3845,Timothy Howard,25,2,1
E3846,Peter Cruz,3,4,1
E3847,Melissa Smith,19,1,0
E3848,Laura Fuentes,2,4,1
E3849,Michelle Chung,29,3,1
E3850,Matthew Rogers,29,4,1
E3851,Jordan Evans,17,2,1
E3852,Larry Scott,16,2,1
E3853,Katrina Smith,28,2,0
E3854,Jamie Ramirez,5,1,1
E3855,Rachael Patterson,15,1,1
E3856,Michaela Steele,25,2,1
E3857,Ronald Madden,13,2,1
E3858,Kathleen Jones,30,4,1
E3859,Stacey Watts,11,5,1
E3860,Gregory Estes,5,4,1
E3861,April Sawyer,10,4,1
E3862,Lucas Hughes,4,4,0
E3863,Kenneth Benjamin,25,3,1
E3864,Kristina Cook,23,3,1
E3865,Brian Ross,16,4,1
E3866,Matthew Smith,11,3,1
E3867,Melissa Johnson,28,4,1
E3868,William Howard,21,1,0
E3869,Becky Collier,10,5,1
E3870,Roger Diaz,14,3,1
E3871,Alisha Jarvis,12,5,1
E3872,Denise Morris,1,2,1
E3873,Kevin Hill,17,4,1
E3874,Scott Berger,29,2,0
E3875,Kenneth Powell,26,3,1
E3876,Thomas Robinson,8,1,0
E3877,Betty Ellison,30,1,1
E3878,Stephen Cruz,18,4,1
E3879,Madison Salinas,12,5,1
E3880,John Gomez,10,2,0
E3881,Eric Gonzalez,6,1,1
E3882,Angela Holmes,11,5,1
E3883,Kyle Holloway,14,3,1
E3884,Scott Powers,20,5,1
E3885,Mark Gibbs,5,1,1
E3886,James Anderson,29,1,1
E3887,Michael Harrison,4,1,1
E3888,Meghan Ruiz,29,2,1
E3889,Timothy Smith,19,5,1
E3890,David Rodriguez,2,2,0
E3891,Melanie Lee,9,2,1
E3892,Stacie Blevins,28,1,0
E3893,Adrienne Obrien,20,4,1
E3894,Terry Miller,16,1,0
E3895,Kristina Garcia,20,2,1
E3896,Nicholas Peterson,26,3,1
E3897,Laura Humphrey,5,5,0
E3898,Alan King,30,3,1
E3899,Krystal Best,26,4,1
E3900,Melanie Simon,8,5,1
E3901,Eric White,24,2,0
E3902,Michele Crawford,29,5,1
E3903,Stephen Buchanan,19,5,1
E3904,Brittany Burke,4,4,1
E3905,Michael Jenkins,22,1,1
E3906,Mary Lee,2,3,1
E3907,Bryan Reyes,19,5,1
E3908,Scott Crosby,30,2,0
E3909,Sarah Arnold,3,3,1
E3910,Kelly Mcgee,4,3,0
E3911,Morgan Valenzuela,1,4,1
E3912,Thomas Page,23,4,1
E3913,Melissa Beasley,24,4,1
E3914,William Ward MD,7,3,1
E3915,Dylan Tucker,24,2,0
E3916,Dana Lee,29,5,1
E3917,Joanne Deleon,22,1,0
E3918,John Montgomery,23,2,1
E3919,Jennifer Ibarra,27,5,1
E3920,Kayla Moore,20,2,1
E3921,Elizabeth Robinson,5,2,0
E3922,Debra Hayes,25,2,1
E3923,Judith Davidson,25,3,1
E3924,Brett Jones,20,5,1
E3925,Jenny Carter,5,5,1
E3926,Alison Rose,26,1,0
E3927,Stephanie Beck,27,3,1
E3928,Whitney Bauer,12,2,0
E3929,Emma Ward,4,2,0
E3930,Beth Garcia,10,2,0
E3931,Tammy Quinn,2,3,0
E3932,Tara Brown,18,5,1
E3933,Mary Huang,27,4,1
E3934,Ashley Donovan,4,3,0
E3935,Joseph Russell,11,4,1
E3936,Jim Juarez,17,1,0
E3937,Benjamin Kim,16,3,1
E3938,Angela Perez,26,4,1
E3939,Karen Long,28,5,1
E3940,Michael Keith,28,4,1
E3941,Micheal Decker,13,3,1
E3942,Evan Mendoza,10,4,1
E3943,Randall Miller,2,2,0
E3944,Sherry Walker,9,3,1
E3945,Michael Clarke,20,2,1
E3946,Charles Ramos,9,3,1
E3947,Lindsey Vaughn,28,1,0
E3948,Patricia Walter,21,4,1
E3949,Amy Curtis,30,4,1
E3950,Alexis Meyer,19,3,1
E3951,Beth Reyes,29,4,1
E3952,Frank Miller,8,4,1
E3953,John Ortiz,26,2,1
E3954,Kristen Jennings,21,5,1
E3955,John Cervantes,6,3,0
E3956,Rebecca Davis,18,4,1
E3957,Billy Woodard,7,3,1
E3958,Michael Petty,20,3,1
E3959,Nicole Jackson,9,5,1
E3960,Christina Jones,8,1,0
E3961,Jamie Browning,1,2,1
E3962,Shannon Kent,27,4,1
E3963,Jeffrey Hernandez,27,3,1
E3964,Philip Gonzalez,5,1,0
E3965,Heather Dennis,8,5,1
E3966,Matthew Jennings,23,5,1
E3967,Jennifer French,3,2,0
E3968,Donna Blackwell,2,5,0
E3969,Christopher Stafford Jr.,4,5,0
E3970,Hunter May,18,3,1
E3971,Joshua Taylor,13,5,1
E3972,Nicole Gonzales,1,2,0
E3973,Jason Thomas,20,5,1
E3974,Whitney Barrera,16,3,1
E3975,Shelia Johnson,24,3,1
E3976,James Wilson,21,3,1
E3977,James Ellis,28,1,1
E3978,Michael Davis,12,1,1
E3979,Brett Fischer,1,1,1
E3980,Tammy Shannon,25,1,1
E3981,Angela Buchanan,20,4,1
E3982,Rebecca Taylor,25,5,1
E3983,Jay Melton,6,4,0
E3984,Lorraine Wall,22,4,1
E3985,Bryan Carey,18,4,1
E3986,Nicholas Fields,28,2,0
E3987,Daniel Thompson,14,1,1
E3988,Samantha Anderson,24,2,0
E3989,Ryan Cole,7,5,0
E3990,Brandon Jenkins,12,2,1
E3991,Amy Robles,30,1,0
E3992,Joseph Sharp,29,5,1
E3993,Andrew Morgan,29,2,1
E3994,Regina Edwards,22,3,1
E3995,Debbie Vazquez,17,4,1
E3996,Catherine Butler,30,1,0
E3997,Debra Brady,12,4,1
E3998,Kristin Velasquez,17,2,0
E3999,John Mitchell,23,4,1
E4000,David Bishop,18,4,1
E4001,Brianna Weiss,12,3,1
E4002,Dana Anderson,17,5,1
E4003,Kimberly Brown,24,4,1
E4004,James Chapman,22,5,1
E4005,Gary Smith,3,3,1
E4006,Kelly Walker,16,3,1
E4007,Amanda Johns,24,4,1
E4008,Matthew Harris,29,4,1
E4009,Joseph Graham,17,1,0
E4010,Ariana Bates,15,3,1
E4011,Nathan Acevedo,19,3,1
E4012,Jose Jenkins,3,4,0
E4013,Anthony Dyer,16,4,1
E4014,Cody Williams,16,1,0
E4015,Carmen Woods,2,5,0
E4016,Nicole Torres,3,5,1
E4017,Steven Burnett,4,4,0
E4018,Anthony Aguilar,21,4,1
E4019,Jonathan Turner,9,4,1
E4020,Meredith Wilson,13,3,1
E4021,Dana Walker,27,4,1
E4022,Carl Wolfe,6,5,1
E4023,Hannah Hamilton,19,5,1
E4024,Thomas Ortiz,5,1,1
E4025,Joseph Wilkinson,23,5,1
E4026,Kevin Alexander,16,3,1
E4027,Richard Banks,20,3,1
E4028,Melanie Hoover,11,5,1
E4029,Sara Johnson,9,4,1
E4030,Jacqueline Miller,26,2,1
E4031,Tracey Dodson,4,2,1
E4032,Kelsey Roberts,15,2,1
E4033,Michael Williams,7,3,1
E4034,Sandra Snyder,23,1,1
E4035,Laurie Miles,26,3,1
E4036,Natasha Bird,9,3,1
E4037,Xavier Dixon,5,1,0
E4038,Tracy Mathews,13,2,1
E4039,Daniel Blackburn,14,4,1
E4040,Linda Jones,17,2,1
E4041,Kimberly Waters,3,3,1
E4042,Robin Scott,11,3,1
E4043,Rebecca Bowman,4,3,1
E4044,Russell Griffin,25,5,1
E4045,Nathan Marquez,7,2,1
E4046,Jason Kennedy,1,5,1
E4047,Patricia Norton,1,4,0
E4048,Aaron Bowers,7,3,1
E4049,Craig Compton,20,2,1
E4050,Christopher Alvarez,14,1,1
E4051,Vincent Yang,3,4,1
E4052,Leslie Johnson,9,4,1
E4053,John Knapp,21,3,1
E4054,Stephen Tran,1,5,0
E4055,Vincent Washington,23,5,1
E4056,Shelby Woodward,7,1,1
E4057,Lacey Lynch,27,4,1
E4058,Ruth Williams,9,1,0
E4059,Maria Fritz,29,1,1
E4060,Jonathan Ward,20,3,1
E4061,Edward Hernandez,25,5,1
E4062,Matthew Monroe,7,3,1
E4063,Danny Stephens,21,5,1
E4064,Summer Robinson,1,1,1
E4065,Nicholas Schroeder,10,5,1
E4066,Kimberly Montgomery,8,5,1
E4067,Jessica Olsen,2,4,1
E4068,Christopher Johnson,12,3,1
E4069,William Castillo,23,2,0
E4070,Cassidy Barnes,14,1,0
E4071,Jesse Schmitt,9,1,1
E4072,Claudia Parsons,17,1,1
E4073,Michael Jones,13,3,1
E4074,Thomas Martin,30,5,1
E4075,Danielle Bauer,5,1,0
E4076,Zachary Thornton,25,3,1
E4077,Angela Weiss,5,4,1
E4078,Jeffrey Rodriguez,8,5,1
E4079,Christopher Cortez,16,1,1
E4080,Kelli Matthews,1,5,1
E4081,Stephen Lewis,23,1,0
E4082,Candice Smith,24,2,1
E4083,Greg Lopez,22,4,1
E4084,Morgan Mitchell,20,4,1
E4085,Daniel Hoffman,5,5,1
E4086,Ann Moss,18,3,1
E4087,Rachel Berger,5,3,0
E4088,Amy Love,12,3,1
E4089,Elizabeth Hardin,2,3,0
E4090,Kimberly Adams,15,2,1
E4091,Darin Green,15,3,1
E4092,Todd King,6,4,0
E4093,Susan Coleman,11,1,1
E4094,Peter Brown,23,3,1
E4095,Michael Rodriguez,1,3,1
E4096,Deborah Fisher,17,4,1
E4097,Denise Harris,7,5,1
E4098,Daniel Petty,16,4,1
E4099,Samantha Fox,24,1,1
E4100,Justin Fitzgerald,16,4,1
E4101,Samantha Barnes,7,1,1
E4102,Jason Moore,24,1,0
E4103,Joshua Wu,19,5,1
E4104,Christina Garcia,29,1,1
E4105,Troy Leon,27,1,1
E4106,Vanessa Cooper,24,5,1
E4107,Nicole Lopez,14,1,0
E4108,Kelly Bell,30,2,1
E4109,Michael Olsen,4,4,0
E4110,Michael Ford,2,1,1
E4111,Donald Henderson,5,1,0
E4112,Rachel Jones,24,1,0
E4113,Ernest Harvey,12,4,1
E4114,Laura Campbell,12,2,1
E4115,Brandon Reynolds,3,4,1
E4116,Shelby Ballard,16,5,1
E4117,Krista Bridges,28,2,1
E4118,Rachel Mcconnell,5,1,0
E4119,Stacy Aguilar,30,3,1
E4120,Julie Butler,16,3,1
E4121,Jenna Walker,13,1,0
E4122,Heidi Boyd,25,5,1
E4123,Casey Vasquez,12,3,1
E4124,Casey Miranda,30,4,1
E4125,Sara Austin,3,3,1
E4126,Ryan Larson,27,4,1
E4127,Cory Smith,21,4,1
E4128,Stacy Marshall,18,4,1
E4129,Aaron Hayes,9,2,1
E4130,Gregory Lawrence,2,1,0
E4131,Jonathan Huber,12,2,0
E4132,Justin Monroe III,19,3,1
E4133,Melissa Smith,3,4,1
E4134,Adam Holmes,4,5,1
E4135,Mrs. Natalie Harris,6,2,0
E4136,Anna Taylor,11,3,1
E4137,Monique Jones,2,4,1
E4138,Alex Villa,4,3,0
E4139,Krystal Avila,10,1,1
E4140,Alexis Campbell,19,3,1
E4141,Brittany Holmes,18,5,1
E4142,Jacob Cruz,23,3,1
E4143,Stephanie Harris,22,3,1
E4144,Martin Johnson,24,3,1
E4145,Sabrina Crosby,1,1,0
E4146,Nicole Powell,29,3,1
E4147,Lance Rodriguez,26,1,1
E4148,James Hall,22,3,1
E4149,George Olsen,15,3,1
E4150,Hector Williams,23,3,1
E4151,Colleen Flowers,2,1,1
E4152,Nicole Good,26,3,1
E4153,Julie Thomas MD,2,3,1
E4154,Willie Mendez,17,2,0
E4155,Ryan Washington,1,5,1
E4156,Mike Zimmerman,19,2,1
E4157,Richard Smith,26,3,1
E4158,Lisa Durham,30,2,1
E4159,Tamara Crane,7,1,1
E4160,Larry Bautista,6,3,0
E4161,Aaron Medina,4,2,1
E4162,Allison Gonzalez,28,5,1
E4163,Steven Crawford,7,1,1
E4164,Raymond Ray,7,2,1
E4165,Kathleen Sampson,8,3,1
E4166,Monica Foster,14,1,0
E4167,Jose Howe,20,3,1
E4168,Randy Novak,14,4,1
E4169,Bridget Williams,3,3,0
E4170,Sheila Houston,14,3,1
E4171,Calvin Jones,13,4,1
E4172,Elizabeth Ryan,18,2,1
E4173,Michael Stanton,15,5,1
E4174,Paula King,27,2,0
E4175,Michelle Santiago,4,5,0
E4176,Ryan Dyer,3,4,1
E4177,Stephen Wright,9,5,1
E4178,Brittany Ruiz,1,1,0
E4179,Jorge Wagner Jr.,23,4,1
E4180,David Smith,14,3,1
E4181,Latoya Bishop,2,5,0
E4182,Jason Booth,3,1,1
E4183,Lucas Villa,12,1,1
E4184,Jeffrey Barnes,25,3,1
E4185,Vincent Beck,14,4,1
E4186,Darius Thomas,15,4,1
E4187,James Smith,26,4,1
E4188,Darren Wang,3,2,0
E4189,Kelly Potter,26,2,1
E4190,Marissa Santos,16,2,0
E4191,Amanda Garrett,10,1,0
E4192,Michelle Friedman,12,1,1
E4193,Yvette Frank,30,5,1
E4194,Samantha Butler,23,1,0
E4195,Sarah Buckley,14,5,1
E4196,Olivia Sweeney,22,4,1
E4197,Katelyn Santiago,19,1,1
E4198,Joanne Carter,16,1,0
E4199,Isaiah Fletcher,26,3,1
E4200,Christopher Wolfe DDS,1,5,1
E4201,Nathan Mcdaniel,6,2,1
E4202,Gregory Reyes,7,4,1
E4203,Jessica Carr,16,2,0
E4204,Mario Grant,6,5,1
E4205,Rachael Ward,14,4,1
E4206,Jeffrey Gilbert,30,3,1
E4207,Joshua Moses,25,5,1
E4208,Anita Rodriguez DDS,16,3,1
E4209,Stacy Baker,12,4,1
E4210,Lisa King,2,5,1
E4211,Ruth Robertson,25,4,1
E4212,Mark Raymond,13,3,1
E4213,Michael Jackson,16,4,1
E4214,Michelle Myers,6,4,0
E4215,Nancy Robinson,7,2,1
E4216,Barry Conner,3,4,1
E4217,Angela Long,30,1,1
E4218,Stephanie Wilson,4,5,1
E4219,Kristen Moyer,24,2,0
E4220,Kenneth Navarro,9,2,0
E4221,Lori Chandler,27,1,1
E4222,Rodney Smith,24,5,1
E4223,Jason Lawson,3,3,0
E4224,Kimberly Thompson,22,2,0
E4225,Cory Perez,26,5,1
E4226,Terry Wilson,2,2,0
E4227,Alexandria Williams,15,3,1
E4228,John Long,13,3,1
E4229,Ana Gonzalez,16,5,1
E4230,Michael Hansen,2,4,1
E4231,Tiffany Glover,20,2,0
E4232,Joanne Lamb,23,2,0
E4233,Adam Jensen,5,5,1
E4234,Colleen Campbell DVM,27,5,1
E4235,Melissa Velez,6,1,1
E4236,Travis Harris,16,4,1
E4237,Kelly Morgan,9,2,0
E4238,Juan Calhoun,24,5,1
E4239,Ronnie Solis,6,2,0
E4240,Gary Chavez,4,3,0
E4241,Roger Lynch,7,4,0
E4242,Cindy Olson,7,1,1
E4243,Luke King,26,2,1
E4244,Charles Aguilar,29,3,1
E4245,Jennifer Navarro,30,1,0
E4246,Taylor Pena,9,1,0
E4247,Kenneth King V,25,1,0
E4248,Stephen Maldonado,21,5,1
E4249,Jaclyn Robinson,16,2,0
E4250,Sharon Ortega,30,4,1
E4251,Robert Fisher,25,1,0
E4252,Christopher Marsh,2,5,1
E4253,Zachary Watson,18,1,0
E4254,Angela Johnson,24,2,0
E4255,John Nguyen,27,1,1
E4256,Andrew Fowler,10,4,1
E4257,Allen Walker,17,1,1
E4258,Veronica Hood,29,3,1
E4259,Robert Brewer,9,1,0
E4260,Gilbert Gutierrez,2,4,0
E4261,Olivia Hurley,14,1,1
E4262,Jamie Smith,29,2,0
E4263,Chelsea Alexander,2,3,1
E4264,Kristin Walker,12,2,1
E4265,Luke Harrison,12,5,1
E4266,Sherry Hall,18,4,1
E4267,Trevor Davis,18,2,1
E4268,Chad Lee,13,5,1
E4269,Corey Jimenez Jr.,15,2,0
E4270,Samuel Miles,5,4,0
E4271,David Leon,22,2,1
E4272,Daniel James,19,2,1
E4273,Brendan Yu,2,5,0
E4274,Michael Weiss,29,2,1
E4275,Stephanie Bradford,11,2,1
E4276,Karen Le,28,3,1
E4277,Michael Murphy,29,5,1
E4278,Monica Castaneda,18,5,1
E4279,Bernard Johnson,29,5,1
E4280,Jordan Robertson,30,3,1
E4281,Matthew Fox,22,4,1
E4282,Melissa Pham,28,3,1
E4283,Mr. Jeremy Wagner,23,5,1
E4284,Colin Roy,6,1,1
E4285,Glenda Bennett,29,3,1
E4286,Sara Bean,5,5,0
E4287,Tammy Moran,19,1,1
E4288,Peter Avery,18,1,1
E4289,Lauren Suarez,9,3,1
E4290,Natalie Johnson,20,2,0
E4291,Perry Kelly,15,3,1
E4292,Chelsea Smith,12,3,1
E4293,Stephanie Mcgee,15,5,1
E4294,Mr. John Jefferson IV,6,3,1
E4295,Kathleen Rogers MD,4,5,1
E4296,Scott Weber,17,5,1
E4297,Elizabeth Miller,22,5,1
E4298,Randy Hess,5,1,1
E4299,Timothy Zuniga,10,1,1
E4300,Stephanie Torres,21,5,1
E4301,Joanne Davenport,18,3,1
E4302,Grace Allen,8,2,0
E4303,Casey Coleman,12,1,1
E4304,Thomas Williamson,25,1,1
E4305,Andre Vang,24,5,1
E4306,Laurie Burns,9,4,1
E4307,Christine Brown,27,2,0
E4308,Jessica Richardson,30,4,1
E4309,Jill Hart,17,1,0
E4310,Scott Snyder,2,3,0
E4311,Joe Gutierrez,10,4,1
E4312,Stanley Collins DDS,5,5,1
E4313,Eric Barrera,19,5,1
E4314,Edward Young,21,4,1
E4315,Courtney Griffith,26,2,1
E4316,Jacob Bradley,24,2,0
E4317,Elijah Moore,27,3,1
E4318,Keith Hernandez,12,5,1
E4319,Ryan Guzman,2,4,1
E4320,George Ramirez,25,2,1
E4321,James Yang,24,2,0
E4322,Louis Spence,15,5,1
E4323,Amy Green,18,2,1
E4324,Patrick Cruz,2,2,1
E4325,Adam Reed,12,4,1
E4326,Michael Webb,23,4,1
E4327,Mrs. Jasmine Rogers,2,5,0
E4328,Dr. George Mack,7,3,1
E4329,Ryan Barnes,21,5,1
E4330,Emily Hess,17,5,1
E4331,James Erickson,7,2,0
E4332,Rebecca Adams,17,4,1
E4333,Tina Montgomery,11,3,1
E4334,Timothy George,13,3,1
E4335,Jennifer Ramirez,29,3,1
E4336,Jessica Hanson,2,4,0
E4337,Martin Baker,12,4,1
E4338,Zachary Phillips,11,2,1
E4339,Victor Griffin,7,5,1
E4340,Michael Maldonado,8,3,1
E4341,Anthony Taylor,14,4,1
E4342,Kelly Rodriguez,12,2,0
E4343,Mary Clark,23,1,1
E4344,Eric Cole,14,1,1
E4345,Rebecca Evans,22,2,1
E4346,Cynthia Moore,28,4,1
E4347,Brianna Jefferson,27,2,1
E4348,Kristy Vega,14,4,1
E4349,Mark Moss,2,1,0
E4350,Robert Baker,2,2,0
E4351,Kristen Peterson,14,5,1
E4352,Mark Galloway,1,3,0
E4353,Nathan Ochoa,1,2,1
E4354,Ms. Laurie Perry,19,5,1
E4355,Kathryn Haney,12,2,1
E4356,Isaac Williams,6,5,0
E4357,Benjamin Phillips,18,3,1
E4358,Ronald White,16,1,1
E4359,Jimmy Smith,4,3,0
E4360,Kevin Edwards,5,4,1
E4361,Theresa Garcia,6,2,1
E4362,Carlos Gallegos,1,4,1
E4363,Kimberly Smith,27,3,1
E4364,Megan Hunt,30,5,1
E4365,Anne Ingram,27,5,1
E4366,Johnny Horton,25,3,1
E4367,Dennis Le,8,2,0
E4368,Cheryl Marshall,26,4,1
E4369,Michael Scott,22,1,0
E4370,Julie Jefferson,9,3,1
E4371,Tammie West,11,2,0
E4372,Edward Watson,3,1,1
E4373,Christine Choi,23,4,1
E4374,Megan Bell,1,4,0
E4375,Terry Murray,19,1,0
E4376,Catherine Williams,23,4,1
E4377,Michael Garza,22,3,1
E4378,Brianna Davis,19,4,1
E4379,Pamela Schmidt,29,2,0
E4380,Bryce Hernandez,29,5,1
E4381,Renee Singh,2,4,1
E4382,Brandon Collier,16,1,1
E4383,Chloe Wilson,13,4,1
E4384,Gary Russell,5,4,0
E4385,Dennis Greene,12,3,1
E4386,Nathan Cox,18,3,1
E4387,Johnny Lopez,19,3,1
E4388,Cynthia Johnson,1,2,0
E4389,Chad Bowman,20,4,1
E4390,Michael Oconnell,1,5,0
E4391,Tiffany Hall,10,1,1
E4392,Jeff Brewer,3,3,0
E4393,Kelsey Miles,28,1,0
E4394,Nicole Stevenson,18,2,0
E4395,Dakota Farrell,18,4,1
E4396,Adam Harper,24,4,1
E4397,Yvonne Martinez,14,5,1
E4398,Carla Hester,24,2,0
E4399,Heather Gordon,10,1,1
E4400,Lawrence Martinez MD,1,3,1
E4401,Patricia Smith,29,4,1
E4402,Jeffrey Smith,21,3,1
E4403,Bryan Gonzalez,26,3,1
E4404,Terry Sparks,10,5,1
E4405,Kelly Miller,19,3,1
E4406,Ashley Hicks,3,5,0
E4407,Dean Liu,2,1,1
E4408,Steven Fry,24,2,0
E4409,Isabel Parker,26,2,1
E4410,Colleen Romero,7,1,0
E4411,Melinda Carpenter,18,1,1
E4412,James Martin,27,4,1
E4413,Nancy Stone,12,1,1
E4414,David Garcia,27,1,0
E4415,Ashley Johnson,22,5,1
E4416,Teresa Ferguson,2,4,1
E4417,Patrick Wright,14,5,1
E4418,Felicia Wheeler,11,2,0
E4419,Robert Velazquez,29,4,1
E4420,Mrs. Veronica Carlson DDS,20,4,1
E4421,Angela Bennett,29,1,1
E4422,Kerry Brooks,29,1,1
E4423,Ricky Stevenson,30,5,1
E4424,Anna Hunt,24,1,0
E4425,Walter Parker,8,2,0
E4426,David Larsen,8,3,1
E4427,Alex Gentry,12,5,1
E4428,Douglas Carroll,28,2,0
E4429,Rebecca Ford,3,1,0
E4430,Veronica Jensen,13,2,0
E4431,Patrick Robbins,30,2,0
E4432,Stephanie Hernandez,19,2,1
E4433,Mary Gordon,7,3,1
E4434,Dawn Daniels,4,4,1
E4435,Jim Robinson,12,4,1
E4436,Christopher Johnson,4,1,1
E4437,Jason Velazquez,26,2,1
E4438,Julie Gaines,11,1,0
E4439,Sarah Walter,25,2,1
E4440,Debra Hatfield,1,3,1
E4441,Sarah Holloway,13,4,1
E4442,Robert Herrera,16,2,1
E4443,Cody Giles,15,5,1
E4444,Zachary Salazar,17,2,0
E4445,Elaine Buchanan,2,4,1
E4446,Felicia Sanchez,22,4,1
E4447,Maria Lopez,15,1,0
E4448,Michele Lee,1,4,0
E4449,Evelyn Khan,6,1,0
E4450,Christine Hampton,22,4,1
E4451,Richard Robinson,10,5,1
E4452,Chelsea Smith,25,2,1
E4453,Taylor Fuller,23,3,1
E4454,Robert Miranda,9,5,1
E4455,Todd Ford,25,5,1
E4456,Courtney Wallace,6,5,1
E4457,Melinda Johnson,15,4,1
E4458,Amy Nolan,9,2,1
E4459,Bailey Barrett MD,19,1,0
E4460,Teresa Manning,12,4,1
E4461,Robert Mills,4,2,0
E4462,John Jackson,11,2,1
E4463,Robert Hayes,26,4,1
E4464,Erin Taylor,21,5,1
E4465,Christopher Moody,10,3,1
E4466,Cassandra Lewis,29,4,1
E4467,Breanna Park,7,1,1
E4468,Heather Ross,18,4,1
E4469,Holly Fox,12,5,1
E4470,Michael Harris,27,5,1
E4471,Thomas Smith,16,5,1
E4472,Timothy Williams,13,4,1
E4473,Robin Friedman,29,2,0
E4474,Jasmine Wilson,15,5,1
E4475,Dana English,25,2,0
E4476,Emily Becker,16,1,0
E4477,Brandon Lang,14,5,1
E4478,Michael Burton,9,2,1
E4479,Krystal Strickland,27,5,1
E4480,Tina Bush,12,5,1
E4481,Austin Durham,2,2,0
E4482,Sean Mcintyre,14,1,0
E4483,Jessica Barnes,30,2,1
E4484,Brandon Sanders,2,1,0
E4485,Jamie Horton,13,1,1
E4486,Laura Baxter,15,4,1
E4487,Jennifer Marshall,10,3,1
E4488,Stephen Williams,16,3,1
E4489,Joshua Fowler,6,3,1
E4490,Taylor Ruiz,28,1,0
E4491,Christopher Jones,1,1,0
E4492,Jesse Thompson,5,3,0
E4493,Samuel Brown,8,3,1
E4494,Patricia Johnson,17,4,1
E4495,Rebecca Lopez,16,2,1
E4496,Kaitlyn Ali,12,3,1
E4497,Sarah Garcia,16,1,1
E4498,Kenneth Thomas,10,1,0
E4499,Scott Luna,4,2,1
E4500,Joseph Mitchell,23,5,1
E4501,Brian Jordan,20,2,1
E4502,Carly Payne,8,2,1
E4503,Marie Benton,21,1,0
E4504,Susan Peterson,17,2,0
E4505,Dylan Peters,29,1,0
E4506,Curtis Hernandez,6,3,0
E4507,Jose White,19,2,0
E4508,Ryan Fuller,11,3,1
E4509,Peggy Matthews,28,2,1
E4510,Nicholas Jackson,13,1,0
E4511,Michelle Mcintyre,25,4,1
E4512,David Price,5,5,1
E4513,Cesar Ellis,8,1,1
E4514,Katelyn Gallegos,14,3,1
E4515,Michael Meza,8,1,1
E4516,Summer Kidd,25,1,1
E4517,Fernando Sawyer,24,1,0
E4518,Andrew Smith,25,3,1
E4519,Dakota Allen,16,2,1
E4520,Shane Jimenez DDS,3,5,0
E4521,Kevin Clayton,10,4,1
E4522,Mr. Christopher Richards,3,4,0
E4523,David Reed,20,5,1
E4524,Bryan Harris,5,3,0
E4525,Justin Oconnor,2,4,1
E4526,Kimberly Vazquez,16,4,1
E4527,Michael Arnold,29,2,1
E4528,Jennifer Castro,24,3,1
E4529,Benjamin Miller,12,3,1
E4530,David Carpenter,21,2,1
E4531,Christopher Miller,3,3,1
E4532,Frank Cardenas,15,4,1
E4533,Andrea Blevins,20,1,1
E4534,Amy Walter,13,4,1
E4535,Adrian Suarez,13,3,1
E4536,Madison Barton,18,3,1
E4537,Melissa Griffin,5,2,1
E4538,Katie Davenport,12,5,1
E4539,Amanda King,23,2,1
E4540,Dr. Lori Burton,13,4,1
E4541,Joshua Dunn,22,2,1
E4542,Alexa Fields,17,5,1
E4543,Susan Case,19,1,1
E4544,Seth Gillespie,26,5,1
E4545,Jean Stuart,4,2,1
E4546,Traci Patterson,10,3,1
E4547,Cindy Mendez,23,1,0
E4548,Jeremy Rodriguez,21,5,1
E4549,Steven Hoffman,16,3,1
E4550,Kelly Odonnell,19,3,1
E4551,Katherine Faulkner,4,2,1
E4552,Rebecca Murray,18,2,0
E4553,Olivia Woods,26,1,0
E4554,Jennifer Harper,1,2,0
E4555,Sheila Alexander,28,1,0
E4556,Amy Humphrey,1,1,0
E4557,Laurie Hernandez,15,5,1
E4558,Sara White,23,1,1
E4559,Philip Ballard,17,5,1
E4560,Linda Davis,4,5,0
E4561,Jeffery Douglas,11,5,1
E4562,Russell Bell,11,3,1
E4563,Harold Nichols,1,4,0
E4564,Ricky Garcia,25,3,1
E4565,Javier Torres,21,3,1
E4566,Kelly Winters,26,2,0
E4567,Beverly Mcgrath,6,1,1
E4568,Daniel Dunn,26,5,1
E4569,Anthony Adams Jr.,6,3,1
E4570,Jessica Chung,16,3,1
E4571,Susan Burch,26,2,0
E4572,Ryan Crosby,28,5,1
E4573,Michael Lewis MD,16,2,1
E4574,Rebecca Leonard,24,3,1
E4575,Anthony Allen,3,2,1
E4576,Sarah Roberts,23,2,1
E4577,Julia Buchanan,14,4,1
E4578,Tara Jordan,8,2,0
E4579,Evan Lin,8,5,1
E4580,Melissa Kerr,25,1,0
E4581,Heidi Manning,10,1,1
E4582,Rick Nelson,3,4,0
E4583,Teresa Brown,10,4,1
E4584,Brent Jones,4,4,0
E4585,Tracy Evans,9,3,1
E4586,Kayla Cruz,23,3,1
E4587,Richard Moreno,2,5,1
E4588,John Wood,30,1,0
E4589,Sara Smith,19,4,1
E4590,Rebekah Foster,2,1,1
E4591,David Moore,18,1,0
E4592,Nathan Combs,15,5,1
E4593,Laura Jimenez DDS,9,1,1
E4594,Gina Ramirez,5,3,1
E4595,Brian Smith,21,1,0
E4596,Albert Garcia,2,2,0
E4597,Joel Adams DDS,5,4,0
E4598,Nicole Ayala,29,1,1
E4599,Marisa Allen,12,1,0
E4600,Linda George,10,1,0
E4601,James Swanson,30,2,1
E4602,Andrew Morris,26,5,1
